HGNC ID,Approved symbol,Approved name,Status,Locus type,NCBI Gene ID(supplied by NCBI),OMIM ID(supplied by OMIM),,,,
HGNC:14767,OR5H6,olfactory receptor family 5 subfamily H member 6,Approved,gene with protein product,79295,,,,,
HGNC:14771,OR5H7P,olfactory receptor family 5 subfamily H member 7 pseudogene,Approved,pseudogene,79291,,,,,
HGNC:14773,OR5H8,olfactory receptor family 5 subfamily H member 8 (gene/pseudogene),Approved,gene with protein product,79289,,,,,
HGNC:31286,OR5H14,olfactory receptor family 5 subfamily H member 14,Approved,gene with protein product,403273,,,,,
HGNC:31287,OR5H15,olfactory receptor family 5 subfamily H member 15,Approved,gene with protein product,403274,,,,,
HGNC:8347,OR5I1,olfactory receptor family 5 subfamily I member 1,Approved,gene with protein product,10798,608496,,,,
HGNC:8348,OR5J1P,olfactory receptor family 5 subfamily J member 1 pseudogene,Approved,pseudogene,401687,,,,,
HGNC:19612,OR5J2,olfactory receptor family 5 subfamily J member 2,Approved,gene with protein product,282775,,,,,
HGNC:31289,OR5J7P,olfactory receptor family 5 subfamily J member 7 pseudogene,Approved,pseudogene,403276,,,,,
HGNC:8349,OR5K1,olfactory receptor family 5 subfamily K member 1,Approved,gene with protein product,26339,,,,,
HGNC:14774,OR5K2,olfactory receptor family 5 subfamily K member 2,Approved,gene with protein product,402135,,,,,
HGNC:31290,OR5K3,olfactory receptor family 5 subfamily K member 3,Approved,gene with protein product,403277,,,,,
HGNC:31291,OR5K4,olfactory receptor family 5 subfamily K member 4,Approved,gene with protein product,403278,,,,,
HGNC:8350,OR5L1,olfactory receptor family 5 subfamily L member 1,Approved,gene with protein product,219437,,,,,
HGNC:8351,OR5L2,olfactory receptor family 5 subfamily L member 2,Approved,gene with protein product,26338,,,,,
HGNC:8352,OR5M1,olfactory receptor family 5 subfamily M member 1,Approved,gene with protein product,390168,,,,,
HGNC:14803,OR5M2P,olfactory receptor family 5 subfamily M member 2 pseudogene,Approved,pseudogene,79523,,,,,
HGNC:14806,OR5M3,olfactory receptor family 5 subfamily M member 3,Approved,gene with protein product,219482,,,,,
HGNC:14808,OR5M4P,olfactory receptor family 5 subfamily M member 4 pseudogene,Approved,pseudogene,79518,,,,,
HGNC:14810,OR5M5P,olfactory receptor family 5 subfamily M member 5 pseudogene,Approved,pseudogene,390166,,,,,
HGNC:14814,OR5M6P,olfactory receptor family 5 subfamily M member 6 pseudogene,Approved,pseudogene,79512,,,,,
HGNC:14818,OR5M7P,olfactory receptor family 5 subfamily M member 7 pseudogene,Approved,pseudogene,79508,,,,,
HGNC:14846,OR5M8,olfactory receptor family 5 subfamily M member 8,Approved,gene with protein product,219484,,,,,
HGNC:15294,OR5M9,olfactory receptor family 5 subfamily M member 9,Approved,gene with protein product,390162,,,,,
HGNC:15290,OR5M10,olfactory receptor family 5 subfamily M member 10,Approved,gene with protein product,390167,,,,,
HGNC:15291,OR5M11,olfactory receptor family 5 subfamily M member 11,Approved,gene with protein product,219487,,,,,
HGNC:15292,OR5M12P,olfactory receptor family 5 subfamily M member 12 pseudogene,Approved,pseudogene,81188,,,,,
HGNC:15293,OR5M13P,olfactory receptor family 5 subfamily M member 13 pseudogene,Approved,pseudogene,81187,,,,,
HGNC:15057,OR5M14P,olfactory receptor family 5 subfamily M member 14 pseudogene,Approved,pseudogene,81421,,,,,
HGNC:14779,OR5P1P,olfactory receptor family 5 subfamily P member 1 pseudogene,Approved,pseudogene,79283,,,,,
HGNC:14783,OR5P2,olfactory receptor family 5 subfamily P member 2,Approved,gene with protein product,120065,,,,,
HGNC:14784,OR5P3,olfactory receptor family 5 subfamily P member 3,Approved,gene with protein product,120066,,,,,
HGNC:15295,OR5P4P,olfactory receptor family 5 subfamily P member 4 pseudogene,Approved,pseudogene,81185,,,,,
HGNC:15040,OR5S1P,olfactory receptor family 5 subfamily S member 1 pseudogene,Approved,pseudogene,391496,,,,,
HGNC:14821,OR5T1,olfactory receptor family 5 subfamily T member 1,Approved,gene with protein product,390155,,,,,
HGNC:15296,OR5T2,olfactory receptor family 5 subfamily T member 2,Approved,gene with protein product,219464,,,,,
HGNC:15297,OR5T3,olfactory receptor family 5 subfamily T member 3,Approved,gene with protein product,390154,,,,,
HGNC:13972,OR5V1,olfactory receptor family 5 subfamily V member 1,Approved,gene with protein product,81696,,,,,
HGNC:15298,OR5W1P,olfactory receptor family 5 subfamily W member 1 pseudogene,Approved,pseudogene,81182,,,,,
HGNC:15299,OR5W2,olfactory receptor family 5 subfamily W member 2,Approved,gene with protein product,390148,,,,,
HGNC:15301,OR6A2,olfactory receptor family 6 subfamily A member 2,Approved,gene with protein product,8590,608495,,,,
HGNC:8354,OR6B1,olfactory receptor family 6 subfamily B member 1,Approved,gene with protein product,135946,,,,,
HGNC:15041,OR6B2,olfactory receptor family 6 subfamily B member 2,Approved,gene with protein product,389090,,,,,
HGNC:15042,OR6B3,olfactory receptor family 6 subfamily B member 3,Approved,gene with protein product,150681,,,,,
HGNC:8355,OR6C1,olfactory receptor family 6 subfamily C member 1,Approved,gene with protein product,390321,,,,,
HGNC:15436,OR6C2,olfactory receptor family 6 subfamily C member 2,Approved,gene with protein product,341416,,,,,
HGNC:15437,OR6C3,olfactory receptor family 6 subfamily C member 3,Approved,gene with protein product,254786,,,,,
HGNC:19632,OR6C4,olfactory receptor family 6 subfamily C member 4,Approved,gene with protein product,341418,,,,,
HGNC:31292,OR6C5P,olfactory receptor family 6 subfamily C member 5 pseudogene,Approved,pseudogene,390320,,,,,
HGNC:31293,OR6C6,olfactory receptor family 6 subfamily C member 6,Approved,gene with protein product,283365,,,,,
HGNC:31306,OR6C7P,olfactory receptor family 6 subfamily C member 7 pseudogene,Approved,pseudogene,390322,,,,,
HGNC:31294,OR6C64P,olfactory receptor family 6 subfamily C member 64 pseudogene,Approved,pseudogene,403281,,,,,
HGNC:31295,OR6C65,olfactory receptor family 6 subfamily C member 65,Approved,gene with protein product,403282,,,,,
HGNC:31296,OR6C66P,olfactory receptor family 6 subfamily C member 66 pseudogene,Approved,pseudogene,403283,,,,,
HGNC:31297,OR6C68,olfactory receptor family 6 subfamily C member 68,Approved,gene with protein product,403284,,,,,
HGNC:31298,OR6C69P,olfactory receptor family 6 subfamily C member 69 pseudogene,Approved,pseudogene,403285,,,,,
HGNC:31299,OR6C70,olfactory receptor family 6 subfamily C member 70,Approved,gene with protein product,390327,,,,,
HGNC:31300,OR6C71P,olfactory receptor family 6 subfamily C member 71 pseudogene,Approved,pseudogene,390324,,,,,
HGNC:31301,OR6C72P,olfactory receptor family 6 subfamily C member 72 pseudogene,Approved,pseudogene,403288,,,,,
HGNC:31302,OR6C73P,olfactory receptor family 6 subfamily C member 73 pseudogene,Approved,pseudogene,403289,,,,,
HGNC:31303,OR6C74,olfactory receptor family 6 subfamily C member 74,Approved,gene with protein product,254783,,,,,
HGNC:31304,OR6C75,olfactory receptor family 6 subfamily C member 75,Approved,gene with protein product,390323,,,,,
HGNC:31305,OR6C76,olfactory receptor family 6 subfamily C member 76,Approved,gene with protein product,390326,,,,,
HGNC:14849,OR6D1P,olfactory receptor family 6 subfamily D member 1 pseudogene,Approved,pseudogene,220974,,,,,
HGNC:14739,OR6E1P,olfactory receptor family 6 subfamily E member 1 pseudogene,Approved,pseudogene,79323,,,,,
HGNC:15027,OR6F1,olfactory receptor family 6 subfamily F member 1,Approved,gene with protein product,343169,,,,,
HGNC:14707,OR6J1,olfactory receptor family 6 subfamily J member 1,Approved,gene with protein product,79549,,,,,
HGNC:15028,OR6K1P,olfactory receptor family 6 subfamily K member 1 pseudogene,Approved,pseudogene,81449,,,,,
HGNC:15029,OR6K2,olfactory receptor family 6 subfamily K member 2,Approved,gene with protein product,81448,,,,,
HGNC:15030,OR6K3,olfactory receptor family 6 subfamily K member 3,Approved,gene with protein product,391114,,,,,
HGNC:15031,OR6K4P,olfactory receptor family 6 subfamily K member 4 pseudogene,Approved,pseudogene,128370,,,,,
HGNC:15032,OR6K5P,olfactory receptor family 6 subfamily K member 5 pseudogene,Approved,pseudogene,391115,,,,,
HGNC:15033,OR6K6,olfactory receptor family 6 subfamily K member 6,Approved,gene with protein product,128371,,,,,
HGNC:15124,OR6L1P,olfactory receptor family 6 subfamily L member 1 pseudogene,Approved,pseudogene,390012,,,,,
HGNC:15125,OR6L2P,olfactory receptor family 6 subfamily L member 2 pseudogene,Approved,pseudogene,81356,,,,,
HGNC:14711,OR6M1,olfactory receptor family 6 subfamily M member 1,Approved,gene with protein product,390261,,,,,
HGNC:14713,OR6M2P,olfactory receptor family 6 subfamily M member 2 pseudogene,Approved,pseudogene,79546,,,,,
HGNC:14741,OR6M3P,olfactory receptor family 6 subfamily M member 3 pseudogene,Approved,pseudogene,79321,,,,,
HGNC:15034,OR6N1,olfactory receptor family 6 subfamily N member 1,Approved,gene with protein product,128372,,,,,
HGNC:15035,OR6N2,olfactory receptor family 6 subfamily N member 2,Approved,gene with protein product,81442,,,,,
HGNC:15036,OR6P1,olfactory receptor family 6 subfamily P member 1,Approved,gene with protein product,128366,,,,,
HGNC:15302,OR6Q1,olfactory receptor family 6 subfamily Q member 1,Approved,gene with protein product,219952,,,,,
HGNC:15037,OR6R1P,olfactory receptor family 6 subfamily R member 1 pseudogene,Approved,pseudogene,81440,,,,,
HGNC:31307,OR6R2P,olfactory receptor family 6 subfamily R member 2 pseudogene,Approved,pseudogene,403294,,,,,
HGNC:15363,OR6S1,olfactory receptor family 6 subfamily S member 1,Approved,gene with protein product,341799,,,,,
HGNC:14848,OR6T1,olfactory receptor family 6 subfamily T member 1,Approved,gene with protein product,219874,,,,,
HGNC:19631,OR6U2P,olfactory receptor family 6 subfamily U member 2 pseudogene,Approved,pseudogene,390329,,,,,
HGNC:15090,OR6V1,olfactory receptor family 6 subfamily V member 1,Approved,gene with protein product,346517,,,,,
HGNC:15091,OR6W1P,olfactory receptor family 6 subfamily W member 1 pseudogene,Approved,pseudogene,89883,,,,,
HGNC:14737,OR6X1,olfactory receptor family 6 subfamily X member 1,Approved,gene with protein product,390260,,,,,
HGNC:14823,OR6Y1,olfactory receptor family 6 subfamily Y member 1,Approved,gene with protein product,391112,,,,,
HGNC:8364,OR7A1P,olfactory receptor family 7 subfamily A member 1 pseudogene,Approved,pseudogene,390895,,,,,
HGNC:8370,OR7A2P,olfactory receptor family 7 subfamily A member 2 pseudogene,Approved,pseudogene,390894,,,,,
HGNC:8366,OR7A3P,olfactory receptor family 7 subfamily A member 3 pseudogene,Approved,pseudogene,26668,,,,,
HGNC:8368,OR7A5,olfactory receptor family 7 subfamily A member 5,Approved,gene with protein product,26659,,,,,
HGNC:8371,OR7A8P,olfactory receptor family 7 subfamily A member 8 pseudogene,Approved,pseudogene,26661,,,,,
HGNC:8356,OR7A10,olfactory receptor family 7 subfamily A member 10,Approved,gene with protein product,390892,,,,,
HGNC:8357,OR7A11P,olfactory receptor family 7 subfamily A member 11 pseudogene,Approved,pseudogene,26669,,,,,
HGNC:8361,OR7A15P,olfactory receptor family 7 subfamily A member 15 pseudogene,Approved,pseudogene,26335,,,,,
HGNC:8363,OR7A17,olfactory receptor family 7 subfamily A member 17,Approved,gene with protein product,26333,,,,,
HGNC:15399,OR7A18P,olfactory receptor family 7 subfamily A member 18 pseudogene,Approved,pseudogene,81081,,,,,
HGNC:15337,OR7A19P,olfactory receptor family 7 subfamily A member 19 pseudogene,Approved,pseudogene,387853,,,,,
HGNC:8373,OR7C1,olfactory receptor family 7 subfamily C member 1,Approved,gene with protein product,26664,,,,,
HGNC:8374,OR7C2,olfactory receptor family 7 subfamily C member 2,Approved,gene with protein product,26658,,,,,
HGNC:8377,OR7D1P,olfactory receptor family 7 subfamily D member 1 pseudogene,Approved,pseudogene,26656,,,,,
HGNC:8378,OR7D2,olfactory receptor family 7 subfamily D member 2,Approved,gene with protein product,162998,,,,,
HGNC:8380,OR7D4,olfactory receptor family 7 subfamily D member 4,Approved,gene with protein product,125958,611538,,,,
HGNC:31308,OR7D11P,olfactory receptor family 7 subfamily D member 11 pseudogene,Approved,pseudogene,403295,,,,,
HGNC:8391,OR7E1P,olfactory receptor family 7 subfamily E member 1 pseudogene,Approved,pseudogene,341128,,,,,
HGNC:8402,OR7E2P,olfactory receptor family 7 subfamily E member 2 pseudogene,Approved,pseudogene,8587,,,,,
HGNC:8424,OR7E4P,olfactory receptor family 7 subfamily E member 4 pseudogene,Approved,pseudogene,8585,,,,,
HGNC:8435,OR7E5P,olfactory receptor family 7 subfamily E member 5 pseudogene,Approved,pseudogene,219445,,,,,
HGNC:8457,OR7E7P,olfactory receptor family 7 subfamily E member 7 pseudogene,Approved,pseudogene,392752,,,,,
HGNC:8458,OR7E8P,olfactory receptor family 7 subfamily E member 8 pseudogene,Approved,pseudogene,346708,,,,,
HGNC:8381,OR7E10P,olfactory receptor family 7 subfamily E member 10 pseudogene,Approved,pseudogene,10823,,,,,
HGNC:8382,OR7E11P,olfactory receptor family 7 subfamily E member 11 pseudogene,Approved,pseudogene,10822,,,,,
HGNC:8383,OR7E12P,olfactory receptor family 7 subfamily E member 12 pseudogene,Approved,pseudogene,10821,,,,,
HGNC:8384,OR7E13P,olfactory receptor family 7 subfamily E member 13 pseudogene,Approved,pseudogene,10820,,,,,
HGNC:8385,OR7E14P,olfactory receptor family 7 subfamily E member 14 pseudogene,Approved,pseudogene,10819,,,,,
HGNC:8386,OR7E15P,olfactory receptor family 7 subfamily E member 15 pseudogene,Approved,pseudogene,8588,,,,,
HGNC:8387,OR7E16P,olfactory receptor family 7 subfamily E member 16 pseudogene,Approved,pseudogene,26473,,,,,
HGNC:8389,OR7E18P,olfactory receptor family 7 subfamily E member 18 pseudogene,Approved,pseudogene,390885,,,,,
HGNC:8390,OR7E19P,olfactory receptor family 7 subfamily E member 19 pseudogene,Approved,pseudogene,26651,,,,,
HGNC:8393,OR7E21P,olfactory receptor family 7 subfamily E member 21 pseudogene,Approved,pseudogene,9432,,,,,
HGNC:8394,OR7E22P,olfactory receptor family 7 subfamily E member 22 pseudogene,Approved,pseudogene,9431,,,,,
HGNC:8395,OR7E23P,olfactory receptor family 7 subfamily E member 23 pseudogene,Approved,pseudogene,391279,,,,,
HGNC:8396,OR7E24,olfactory receptor family 7 subfamily E member 24,Approved,gene with protein product,26648,,,,,
HGNC:8397,OR7E25P,olfactory receptor family 7 subfamily E member 25 pseudogene,Approved,pseudogene,26647,,,,,
HGNC:8398,OR7E26P,olfactory receptor family 7 subfamily E member 26 pseudogene,Approved,pseudogene,401637,,,,,
HGNC:8400,OR7E28P,olfactory receptor family 7 subfamily E member 28 pseudogene,Approved,pseudogene,26645,,,,,
HGNC:8401,OR7E29P,olfactory receptor family 7 subfamily E member 29 pseudogene,Approved,pseudogene,26644,,,,,
HGNC:8404,OR7E31P,olfactory receptor family 7 subfamily E member 31 pseudogene,Approved,pseudogene,375601,,,,,
HGNC:8406,OR7E33P,olfactory receptor family 7 subfamily E member 33 pseudogene,Approved,pseudogene,26640,,,,,
HGNC:8408,OR7E35P,olfactory receptor family 7 subfamily E member 35 pseudogene,Approved,pseudogene,391632,,,,,
HGNC:8409,OR7E36P,olfactory receptor family 7 subfamily E member 36 pseudogene,Approved,pseudogene,26637,,,,,
HGNC:8410,OR7E37P,olfactory receptor family 7 subfamily E member 37 pseudogene,Approved,pseudogene,100506759,,,,,
HGNC:8411,OR7E38P,olfactory receptor family 7 subfamily E member 38 pseudogene,Approved,pseudogene,389537,,,,,
HGNC:8412,OR7E39P,olfactory receptor family 7 subfamily E member 39 pseudogene,Approved,pseudogene,253933,,,,,
HGNC:8415,OR7E41P,olfactory receptor family 7 subfamily E member 41 pseudogene,Approved,pseudogene,8583,,,,,
HGNC:8417,OR7E43P,olfactory receptor family 7 subfamily E member 43 pseudogene,Approved,pseudogene,26475,,,,,
HGNC:8420,OR7E46P,olfactory receptor family 7 subfamily E member 46 pseudogene,Approved,pseudogene,402077,,,,,
HGNC:8421,OR7E47P,olfactory receptor family 7 subfamily E member 47 pseudogene,Approved,pseudogene,26628,,,,,
HGNC:8428,OR7E53P,olfactory receptor family 7 subfamily E member 53 pseudogene,Approved,pseudogene,26478,,,,,
HGNC:8430,OR7E55P,olfactory receptor family 7 subfamily E member 55 pseudogene,Approved,pseudogene,391548,,,,,
HGNC:8434,OR7E59P,olfactory receptor family 7 subfamily E member 59 pseudogene,Approved,pseudogene,402249,,,,,
HGNC:8438,OR7E62P,olfactory receptor family 7 subfamily E member 62 pseudogene,Approved,pseudogene,26479,,,,,
HGNC:8442,OR7E66P,olfactory receptor family 7 subfamily E member 66 pseudogene,Approved,pseudogene,26614,,,,,
HGNC:14688,OR7E83P,olfactory receptor family 7 subfamily E member 83 pseudogene,Approved,pseudogene,391630,,,,,
HGNC:14690,OR7E84P,olfactory receptor family 7 subfamily E member 84 pseudogene,Approved,pseudogene,390288,,,,,
HGNC:55114,OR7E85BP,olfactory receptor family 7 subfamily E member 85B pseudogene,Approved,pseudogene,650293,,,,,
HGNC:14692,OR7E85P,olfactory receptor family 7 subfamily E member 85 pseudogene,Approved,pseudogene,442105,,,,,
HGNC:14694,OR7E86P,olfactory receptor family 7 subfamily E member 86 pseudogene,Approved,pseudogene,442104,,,,,
HGNC:14709,OR7E87P,olfactory receptor family 7 subfamily E member 87 pseudogene,Approved,pseudogene,8586,,,,,
HGNC:14730,OR7E89P,olfactory receptor family 7 subfamily E member 89 pseudogene,Approved,pseudogene,79540,,,,,
HGNC:14733,OR7E90P,olfactory receptor family 7 subfamily E member 90 pseudogene,Approved,pseudogene,79537,,,,,
HGNC:14747,OR7E91P,olfactory receptor family 7 subfamily E member 91 pseudogene,Approved,pseudogene,79315,,,,,
HGNC:14780,OR7E93P,olfactory receptor family 7 subfamily E member 93 pseudogene,Approved,pseudogene,79282,,,,,
HGNC:14789,OR7E94P,olfactory receptor family 7 subfamily E member 94 pseudogene,Approved,pseudogene,79273,,,,,
HGNC:14815,OR7E96P,olfactory receptor family 7 subfamily E member 96 pseudogene,Approved,pseudogene,401450,,,,,
HGNC:14834,OR7E97P,olfactory receptor family 7 subfamily E member 97 pseudogene,Approved,pseudogene,79492,,,,,
HGNC:15059,OR7E99P,olfactory receptor family 7 subfamily E member 99 pseudogene,Approved,pseudogene,81419,,,,,
HGNC:15048,OR7E100P,olfactory receptor family 7 subfamily E member 100 pseudogene,Approved,pseudogene,81430,,,,,
HGNC:15342,OR7E101P,olfactory receptor family 7 subfamily E member 101 pseudogene,Approved,pseudogene,81138,,,,,
HGNC:15043,OR7E102P,olfactory receptor family 7 subfamily E member 102 pseudogene,Approved,pseudogene,400984,,,,,
HGNC:19587,OR7E103P,olfactory receptor family 7 subfamily E member 103 pseudogene,Approved,pseudogene,282754,,,,,
HGNC:15343,OR7E104P,olfactory receptor family 7 subfamily E member 104 pseudogene,Approved,pseudogene,81137,,,,,
HGNC:15364,OR7E105P,olfactory receptor family 7 subfamily E member 105 pseudogene,Approved,pseudogene,81116,,,,,
HGNC:15365,OR7E106P,olfactory receptor family 7 subfamily E member 106 pseudogene,Approved,pseudogene,81115,,,,,
HGNC:15117,OR7E108P,olfactory receptor family 7 subfamily E member 108 pseudogene,Approved,pseudogene,81363,,,,,
HGNC:15118,OR7E109P,olfactory receptor family 7 subfamily E member 109 pseudogene,Approved,pseudogene,401540,,,,,
HGNC:15126,OR7E110P,olfactory receptor family 7 subfamily E member 110 pseudogene,Approved,pseudogene,81354,,,,,
HGNC:55115,OR7E111FP,olfactory receptor family 7 subfamily E member 111F pseudogene,Approved,pseudogene,100288392,,,,,
HGNC:15344,OR7E111P,olfactory receptor family 7 subfamily E member 111 pseudogene,Approved,pseudogene,81136,,,,,
HGNC:15127,OR7E115P,olfactory receptor family 7 subfamily E member 115 pseudogene,Approved,pseudogene,81353,,,,,
HGNC:15122,OR7E116P,olfactory receptor family 7 subfamily E member 116 pseudogene,Approved,pseudogene,81358,,,,,
HGNC:15303,OR7E117P,olfactory receptor family 7 subfamily E member 117 pseudogene,Approved,pseudogene,399857,,,,,
HGNC:15049,OR7E121P,olfactory receptor family 7 subfamily E member 121 pseudogene,Approved,pseudogene,402133,,,,,
HGNC:15050,OR7E122P,olfactory receptor family 7 subfamily E member 122 pseudogene,Approved,pseudogene,81428,,,,,
HGNC:15098,OR7E125P,olfactory receptor family 7 subfamily E member 125 pseudogene,Approved,pseudogene,389616,,,,,
HGNC:15304,OR7E126P,olfactory receptor family 7 subfamily E member 126 pseudogene,Approved,pseudogene,81176,,,,,
HGNC:15305,OR7E128P,olfactory receptor family 7 subfamily E member 128 pseudogene,Approved,pseudogene,81175,,,,,
HGNC:15052,OR7E129P,olfactory receptor family 7 subfamily E member 129 pseudogene,Approved,pseudogene,391576,,,,,
HGNC:15053,OR7E130P,olfactory receptor family 7 subfamily E member 130 pseudogene,Approved,pseudogene,389144,,,,,
HGNC:19557,OR7E136P,olfactory receptor family 7 subfamily E member 136 pseudogene,Approved,pseudogene,155340,,,,,
HGNC:19561,OR7E140P,olfactory receptor family 7 subfamily E member 140 pseudogene,Approved,pseudogene,344729,,,,,
HGNC:19618,OR7E145P,olfactory receptor family 7 subfamily E member 145 pseudogene,Approved,pseudogene,390215,,,,,
HGNC:19642,OR7E148P,olfactory receptor family 7 subfamily E member 148 pseudogene,Approved,pseudogene,282801,,,,,
HGNC:19589,OR7E149P,olfactory receptor family 7 subfamily E member 149 pseudogene,Approved,pseudogene,282756,,,,,
HGNC:31309,OR7E154P,olfactory receptor family 7 subfamily E member 154 pseudogene,Approved,pseudogene,403296,,,,,
HGNC:31310,OR7E155P,olfactory receptor family 7 subfamily E member 155 pseudogene,Approved,pseudogene,403297,,,,,
HGNC:31311,OR7E156P,olfactory receptor family 7 subfamily E member 156 pseudogene,Approved,pseudogene,283491,,,,,
HGNC:31231,OR7E157P,olfactory receptor family 7 subfamily E member 157 pseudogene,Approved,pseudogene,403219,,,,,
HGNC:31232,OR7E158P,olfactory receptor family 7 subfamily E member 158 pseudogene,Approved,pseudogene,392194,,,,,
HGNC:31312,OR7E159P,olfactory receptor family 7 subfamily E member 159 pseudogene,Approved,pseudogene,403299,,,,,
HGNC:31233,OR7E160P,olfactory receptor family 7 subfamily E member 160 pseudogene,Approved,pseudogene,402333,,,,,
HGNC:31234,OR7E161P,olfactory receptor family 7 subfamily E member 161 pseudogene,Approved,pseudogene,389626,,,,,
HGNC:28374,OR7E162P,olfactory receptor family 7 subfamily E member 162 pseudogene,Approved,pseudogene,442101,,,,,
HGNC:45040,OR7E163P,olfactory receptor family 7 subfamily E member 163 pseudogene,Approved,pseudogene,100131415,,,,,
HGNC:8465,OR7G1,olfactory receptor family 7 subfamily G member 1,Approved,gene with protein product,125962,,,,,
HGNC:8466,OR7G2,olfactory receptor family 7 subfamily G member 2,Approved,gene with protein product,390882,,,,,
HGNC:8467,OR7G3,olfactory receptor family 7 subfamily G member 3,Approved,gene with protein product,390883,,,,,
HGNC:31313,OR7G15P,olfactory receptor family 7 subfamily G member 15 pseudogene,Approved,pseudogene,403300,,,,,
HGNC:8468,OR7H1P,olfactory receptor family 7 subfamily H member 1 pseudogene,Approved,pseudogene,390886,,,,,
HGNC:31314,OR7H2P,olfactory receptor family 7 subfamily H member 2 pseudogene,Approved,pseudogene,403301,,,,,
HGNC:15366,OR7K1P,olfactory receptor family 7 subfamily K member 1 pseudogene,Approved,pseudogene,81114,,,,,
HGNC:14827,OR7L1P,olfactory receptor family 7 subfamily L member 1 pseudogene,Approved,pseudogene,79499,,,,,
HGNC:15128,OR7M1P,olfactory receptor family 7 subfamily M member 1 pseudogene,Approved,pseudogene,81352,,,,,
HGNC:8469,OR8A1,olfactory receptor family 8 subfamily A member 1,Approved,gene with protein product,390275,,,,,
HGNC:15306,OR8A2P,olfactory receptor family 8 subfamily A member 2 pseudogene,Approved,pseudogene,390273,,,,,
HGNC:31315,OR8A3P,olfactory receptor family 8 subfamily A member 3 pseudogene,Approved,pseudogene,403302,,,,,
HGNC:8470,OR8B1P,olfactory receptor family 8 subfamily B member 1 pseudogene,Approved,pseudogene,8582,,,,,
HGNC:8471,OR8B2,olfactory receptor family 8 subfamily B member 2,Approved,gene with protein product,26595,,,,,
HGNC:8472,OR8B3,olfactory receptor family 8 subfamily B member 3,Approved,gene with protein product,390271,,,,,
HGNC:8473,OR8B4,olfactory receptor family 8 subfamily B member 4,Approved,gene with protein product,283162,,,,,
HGNC:8474,OR8B5P,olfactory receptor family 8 subfamily B member 5 pseudogene,Approved,pseudogene,26592,,,,,
HGNC:8475,OR8B6P,olfactory receptor family 8 subfamily B member 6 pseudogene,Approved,pseudogene,26591,,,,,
HGNC:8476,OR8B7P,olfactory receptor family 8 subfamily B member 7 pseudogene,Approved,pseudogene,26590,,,,,
HGNC:8477,OR8B8,olfactory receptor family 8 subfamily B member 8,Approved,gene with protein product,26493,,,,,
HGNC:14746,OR8B9P,olfactory receptor family 8 subfamily B member 9 pseudogene,Approved,pseudogene,79316,,,,,
HGNC:14751,OR8B10P,olfactory receptor family 8 subfamily B member 10 pseudogene,Approved,pseudogene,390274,,,,,
HGNC:15307,OR8B12,olfactory receptor family 8 subfamily B member 12,Approved,gene with protein product,219858,,,,,
HGNC:8478,OR8C1P,olfactory receptor family 8 subfamily C member 1 pseudogene,Approved,pseudogene,8580,,,,,
HGNC:8481,OR8D1,olfactory receptor family 8 subfamily D member 1,Approved,gene with protein product,283159,,,,,
HGNC:8482,OR8D2,olfactory receptor family 8 subfamily D member 2,Approved,gene with protein product,283160,,,,,
HGNC:14840,OR8D4,olfactory receptor family 8 subfamily D member 4,Approved,gene with protein product,338662,,,,,
HGNC:14691,OR8F1P,olfactory receptor family 8 subfamily F member 1 pseudogene,Approved,pseudogene,390269,,,,,
HGNC:8484,OR8G1,olfactory receptor family 8 subfamily G member 1,Approved,gene with protein product,26494,,,,,
HGNC:8485,OR8G2P,olfactory receptor family 8 subfamily G member 2 pseudogene,Approved,pseudogene,26492,,,,,
HGNC:14698,OR8G3P,olfactory receptor family 8 subfamily G member 3 pseudogene,Approved,pseudogene,387815,,,,,
HGNC:19622,OR8G5,olfactory receptor family 8 subfamily G member 5,Approved,gene with protein product,219865,,,,,
HGNC:19625,OR8G7P,olfactory receptor family 8 subfamily G member 7 pseudogene,Approved,pseudogene,282786,,,,,
HGNC:14824,OR8H1,olfactory receptor family 8 subfamily H member 1,Approved,gene with protein product,219469,,,,,
HGNC:15308,OR8H2,olfactory receptor family 8 subfamily H member 2,Approved,gene with protein product,390151,,,,,
HGNC:15309,OR8H3,olfactory receptor family 8 subfamily H member 3,Approved,gene with protein product,390152,,,,,
HGNC:14828,OR8I1P,olfactory receptor family 8 subfamily I member 1 pseudogene,Approved,pseudogene,79498,,,,,
HGNC:15310,OR8I2,olfactory receptor family 8 subfamily I member 2,Approved,gene with protein product,120586,,,,,
HGNC:31316,OR8I4P,olfactory receptor family 8 subfamily I member 4 pseudogene,Approved,pseudogene,403303,,,,,
HGNC:14855,OR8J1,olfactory receptor family 8 subfamily J member 1,Approved,gene with protein product,219477,,,,,
HGNC:15311,OR8J2,olfactory receptor family 8 subfamily J member 2 (gene/pseudogene),Approved,gene with protein product,81169,,,,,
HGNC:15312,OR8J3,olfactory receptor family 8 subfamily J member 3,Approved,gene with protein product,81168,,,,,
HGNC:14831,OR8K1,olfactory receptor family 8 subfamily K member 1,Approved,gene with protein product,390157,,,,,
HGNC:14832,OR8K2P,olfactory receptor family 8 subfamily K member 2 pseudogene,Approved,pseudogene,79494,,,,,
HGNC:15313,OR8K3,olfactory receptor family 8 subfamily K member 3 (gene/pseudogene),Approved,gene with protein product,219473,,,,,
HGNC:15314,OR8K4P,olfactory receptor family 8 subfamily K member 4 pseudogene,Approved,pseudogene,81166,,,,,
